"Source Function / Function / Call Stack","CPU Time","Module","Function (Full)","Source File","Start Address"
"_mm_sub_sd","0.01","[Unknown]","_mm_sub_sd(, void, _d, )","emmintrin.h","0"
"_mm_unpacklo_pd","0.01","[Unknown]","_mm_unpacklo_pd(, void, _d, )","emmintrin.h","0"
"_mm_sub_ps","0.01","[Unknown]","_mm_sub_ps(, void, _fS_)","xmmintrin.h","0"
"_mm_mul_sd","0.01","[Unknown]","_mm_mul_sd(, void, _d, )","emmintrin.h","0"
"std::forward<bool&>","0.01","[Unknown]","bool&&& std::forward<bool&>(std::remove_reference<bool&>::type&)","move.h","0"
"__gnu_cxx::new_allocator<MSLayer>::construct<MSLayer, MSLayer>","0.01","[Unknown]","void __gnu_cxx::new_allocator<MSLayer>::construct<MSLayer, MSLayer>(MSLayer*, MSLayer&&)","new_allocator.h","0"
"__init__","0.01","[Unknown]","_ParameterTypeBase.__init__(self)","Mixins.py","0"
"std::swap<EcalRecHit>","0.01","[Unknown]","std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<EcalRecHit>>, std::is_move_constructible<EcalRecHit>, std::is_move_assignable<EcalRecHit>>::value, void>::type std::swap<EcalRecHit>(EcalRecHit&, EcalRecHit&)","move.h","0"
"std::vector<EcalTimeDependentCorrections::Times, std::allocator<EcalTimeDependentCorrections::Times>>::operator[]","0.01","[Unknown]","std::vector<EcalTimeDependentCorrections::Times, std::allocator<EcalTimeDependentCorrections::Times>>::operator[](unsigned long) const","stl_vector.h","0"
"edm::WorkerMaker<CAHitNtupletEDProducerT<CAHitTripletGenerator>>::makeWorker","0.01","[Unknown]","edm::WorkerMaker<CAHitNtupletEDProducerT<CAHitTripletGenerator>>::makeWorker(edm::ExceptionToActionTable const*, edm::ModuleDescription const&, edm::maker::ModuleHolder const*) const","WorkerMaker.h","0"
"MSLayersAtAngle::findLayer","0.01","[Unknown]","MSLayersAtAngle::findLayer(PixelRecoPointRZ const&, __gnu_cxx::__normal_iterator<MSLayer const*, std::vector<MSLayer, std::allocator<MSLayer>>>, __gnu_cxx::__normal_iterator<MSLayer const*, std::vector<MSLayer, std::allocator<MSLayer>>>) const","MSLayersAtAngle.cc","0"
"edm::Wrapper<edm::SortedCollection<EcalUncalibratedRecHit, edm::StrictWeakOrdering<EcalUncalibratedRecHit>>>::Wrapper","0.01","[Unknown]","edm::Wrapper<edm::SortedCollection<EcalUncalibratedRecHit, edm::StrictWeakOrdering<EcalUncalibratedRecHit>>>::Wrapper(std::unique_ptr<edm::SortedCollection<EcalUncalibratedRecHit, edm::StrictWeakOrdering<EcalUncalibratedRecHit>>, std::default_delete<edm::SortedCollection<EcalUncalibratedRecHit, edm::StrictWeakOrdering<EcalUncalibratedRecHit>>>>)","Wrapper.h","0"
"TkTransientTrackingRecHitBuilder::cloner","0.01","[Unknown]","TkTransientTrackingRecHitBuilder::cloner(void) const","TkTransientTrackingRecHitBuilder.h","0"
"edm::stream::ProducingModuleAdaptor<TrackProducer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalRuns","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<TrackProducer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalRuns(void) const","ProducingModuleAdaptor.h","0"
"EcalUncalibRecHitWorkerMultiFit::set","0.01","[Unknown]","EcalUncalibRecHitWorkerMultiFit::set(edm::EventSetup const&)","new_allocator.h","0"
"func@0x4f01a","0.01","[Unknown]","func@0x4f01a","[Unknown]","0"
"edm::View<reco::Track>::View","0.01","[Unknown]","edm::View<reco::Track>::View(std::vector<void const*, std::allocator<void const*>> const&, std::vector<std::pair<edm::ProductID, unsigned long>, std::allocator<std::pair<edm::ProductID, unsigned long>>> const&, edm::EDProductGetter const*)","View.h","0"
"func@0x1f9c0","0.01","[Unknown]","func@0x1f9c0","[Unknown]","0"
"TClass::CanSplitBaseAllow","0.01","[Unknown]","TClass::CanSplitBaseAllow(void)","[Unknown]","0"
"func@0x179cc0","0.01","[Unknown]","func@0x179cc0","[Unknown]","0"
"PixelCPEGeneric::generic_position_formula","0.01","[Unknown]","PixelCPEGeneric::generic_position_formula(int, int, int, float, float, float, float, float, float, bool, bool, float, float, float) const","PixelCPEGeneric.cc","0"
"TString::Index","0.01","[Unknown]","TString::Index(char const*, int, int, TString::ECaseCompare) const","[Unknown]","0"
"ROOT::TGenericClassInfo::GetIsA","0.01","[Unknown]","ROOT::TGenericClassInfo::GetIsA(void) const","[Unknown]","0"
"TListOfEnums::Clear","0.01","[Unknown]","TListOfEnums::Clear(char const*)","[Unknown]","0"
"std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>::insert","0.01","[Unknown]","std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>::insert(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","[Unknown]","0"
"PixelCPEBase::setTheClu","0.01","[Unknown]","PixelCPEBase::setTheClu(PixelCPEBase::DetParam const&, PixelCPEBase::ClusterParam&) const","PixelCPEBase.cc","0"
"std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::compare","0.01","[Unknown]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::compare(unsigned long, unsigned long, char const*) const","[Unknown]","0"
"StdLen","0.01","[Unknown]","StdLen(std::basic_string_view<char, std::char_traits<char>>)","[Unknown]","0"
"TClassEdit::GetSplit","0.01","[Unknown]","TClassEdit::GetSplit(char const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>&, int&, TClassEdit::EModType)","[Unknown]","0"
"std::vector<std::pair<DetId, float>, std::allocator<std::pair<DetId, float>>>::_M_realloc_insert<std::pair<DetId, float> const&>","0.01","[Unknown]","void std::vector<std::pair<DetId, float>, std::allocator<std::pair<DetId, float>>>::_M_realloc_insert<std::pair<DetId, float> const&>(__gnu_cxx::__normal_iterator<std::pair<DetId, float>*, std::vector<std::pair<DetId, float>, std::allocator<std::pair<DetId, float>>>>, std::pair<DetId, float> const&&&)","vector.tcc","0"
"TDataMember::TDataMember","0.01","[Unknown]","TDataMember::TDataMember(DataMemberInfo_t*, TClass*)","[Unknown]","0"
"edm::stream::ProducingModuleAdaptor<TemplatedInclusiveVertexFinder<std::vector<reco::Track, std::allocator<reco::Track>>, reco::Vertex>, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<TemplatedInclusiveVertexFinder<std::vector<reco::Track, std::allocator<reco::Track>>, reco::Vertex>, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun(edm::stream::EDProducerBase*, edm::RunIndex)","ProducingModuleAdaptor.h","0"
"edmplugin::PluginFactory<edm::Maker* (void)>::PMaker<edm::WorkerMaker<TemplatedVertexArbitrator<std::vector<reco::Track, std::allocator<reco::Track>>, reco::Vertex>>>::create","0.01","[Unknown]","edmplugin::PluginFactory<edm::Maker* (void)>::PMaker<edm::WorkerMaker<TemplatedVertexArbitrator<std::vector<reco::Track, std::allocator<reco::Track>>, reco::Vertex>>>::create(void) const","PluginFactory.h","0"
"TList::FindObject","0.01","[Unknown]","TList::FindObject(char const*) const","[Unknown]","0"
"cond::persistency::Session::fetchPayload<SiStripLatency>","0.01","[Unknown]","std::unique_ptr<SiStripLatency, std::default_delete<SiStripLatency>> cond::persistency::Session::fetchPayload<SiStripLatency>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","Session.h","0"
"HcalCondObjectContainer<HcalPedestal>::getValues","0.01","[Unknown]","HcalCondObjectContainer<HcalPedestal>::getValues(DetId, bool) const","HcalCondObjectContainer.h","0"
"HcalPulseContainmentManager::get","0.01","[Unknown]","HcalPulseContainmentManager::get(HcalDetId const&, int, float)","stl_tree.h","0"
"edm::stream::ProducingModuleAdaptor<DTuROSRawToDigi, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalLuminosityBlocks","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<DTuROSRawToDigi, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalLuminosityBlocks(void) const","ProducingModuleAdaptor.h","0"
"HcalDbHardcode::makeRecoParam","0.01","[Unknown]","HcalDbHardcode::makeRecoParam(HcalGenericDetId) const","HcalDbHardcode.cc","0"
"TStreamerArtificial::GetReadFunc","0.01","[Unknown]","TStreamerArtificial::GetReadFunc(void)","[Unknown]","0"
"TObjArrayIter::Reset","0.01","[Unknown]","TObjArrayIter::Reset(void)","[Unknown]","0"
"TAttLine::TAttLine","0.01","[Unknown]","TAttLine::TAttLine(void)","[Unknown]","0"
"TClass::Destructor","0.01","[Unknown]","TClass::Destructor(void*, bool)","[Unknown]","0"
"ROOT::Internal::GetROOT2","0.01","[Unknown]","ROOT::Internal::GetROOT2(void)","[Unknown]","0"
"SiPixelCluster::x","0.01","[Unknown]","SiPixelCluster::x(void) const","SiPixelCluster.h","0"
"TrackingRecHit::cloneHit","0.01","[Unknown]","TrackingRecHit::cloneHit(void) const","TrackingRecHit.h","0"
"TClass::GetStreamer","0.01","[Unknown]","TClass::GetStreamer(void) const","[Unknown]","0"
"TClass::NewArray","0.01","[Unknown]","TClass::NewArray(long, TClass::ENewType) const","[Unknown]","0"
"TrackerSingleRecHit::sharesInput","0.01","[Unknown]","TrackerSingleRecHit::sharesInput(TrackingRecHit const*, TrackingRecHit::SharedInputType) const","stl_vector.h","0"
"func@0x171ee0","0.01","[Unknown]","func@0x171ee0","[Unknown]","0"
"func@0x173290","0.01","[Unknown]","func@0x173290","[Unknown]","0"
"TStorageFactoryFile::ReadBufferAsync","0.01","[Unknown]","TStorageFactoryFile::ReadBufferAsync(long long, int)","basic_string.h","0"
"TwoTrackMinimumDistanceHelixHelix::updateCoeffs","0.01","[Unknown]","TwoTrackMinimumDistanceHelixHelix::updateCoeffs(Point3DBase<float, GlobalTag> const&, Point3DBase<float, GlobalTag> const&)","basic_string.h","0"
"countTrailingValidHits<cmsutils::bqueue<TrajectoryMeasurement> >","0.01","[Unknown]","countTrailingValidHits<cmsutils::bqueue<TrajectoryMeasurement> >","bqueue.h","0"
"std::vector<edm::service::RandomNumberGeneratorService::LabelAndEngine, std::allocator<edm::service::RandomNumberGeneratorService::LabelAndEngine>>::size","0.01","[Unknown]","std::vector<edm::service::RandomNumberGeneratorService::LabelAndEngine, std::allocator<edm::service::RandomNumberGeneratorService::LabelAndEngine>>::size(void) const","stl_vector.h","0"
"reco::reduceRange<double>","0.01","[Unknown]","double reco::reduceRange<double>(double)","deltaPhi.h","0"
"magneticfield::bSlab::buildMagBSlab","0.01","[Unknown]","magneticfield::bSlab::buildMagBSlab(void) const","bSlab.cc","0"
"edm::helpers::KeyVal<edm::RefToBase<reco::Track>, std::vector<std::pair<edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, double>, std::allocator<std::pair<edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, double>>>>::~KeyVal","0.01","[Unknown]","edm::helpers::KeyVal<edm::RefToBase<reco::Track>, std::vector<std::pair<edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, double>, std::allocator<std::pair<edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, double>>>>::~KeyVal(void)","AssociationMapHelpers.h","0"
"TwoTrackMinimumDistance::calculate","0.01","[Unknown]","TwoTrackMinimumDistance::calculate(GlobalTrajectoryParameters const&, GlobalTrajectoryParameters const&)","TwoTrackMinimumDistance.cc","0"
"edm::reftobase::RefHolder<edm::Ptr<reco::Track>>::RefHolder","0.01","[Unknown]","edm::reftobase::RefHolder<edm::Ptr<reco::Track>>::RefHolder(edm::Ptr<reco::Track> const&)","RefHolder_.h","0"
"TempTrajectory::empty","0.01","[Unknown]","TempTrajectory::empty(void) const","TempTrajectory.h","0"
"__gnu_cxx::new_allocator<unsigned int>::allocate","0.01","[Unknown]","__gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*)","new_allocator.h","0"
"ROOT::Math::meta_matrix_dot<(unsigned int)1>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)3>>>","0.01","[Unknown]","ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>::value_type ROOT::Math::meta_matrix_dot<(unsigned int)1>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)3>>>(ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>> const&, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)3>> const&, unsigned int, unsigned int)","MatrixFunctions.h","0"
"boost::archive::detail::iserializer<eos::portable_iarchive, std::vector<RPCEMap::dccItem, std::allocator<RPCEMap::dccItem>>>::class_info","0.01","[Unknown]","boost::archive::detail::iserializer<eos::portable_iarchive, std::vector<RPCEMap::dccItem, std::allocator<RPCEMap::dccItem>>>::class_info(void) const","iserializer.hpp","0"
"clone","0.01","[Unknown]","clone","FlexibleKFFittingSmootherESProducer.cc","0"
"checkForNans","0.01","[Unknown]","checkForNans","KFFittingSmoother.h","0"
"TrackingParticleIP::dxy<ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>, ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>, ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>>","0.01","[Unknown]","TrackingParticleIP::dxy<ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>, ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>, ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>>(signed char, ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag> const&, ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag> const&, ROOT::Math::PositionVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag> const&)","TrackingParticleIP.h","0"
"std::vector<TriggerBoardSpec, std::allocator<TriggerBoardSpec>>::operator=","0.01","[Unknown]","std::vector<TriggerBoardSpec, std::allocator<TriggerBoardSpec>>::operator=(std::vector<TriggerBoardSpec, std::allocator<TriggerBoardSpec>> const&)","vector.tcc","0"
"edm::RefToBase<TrajectorySeed>::~RefToBase","0.01","[Unknown]","edm::RefToBase<TrajectorySeed>::~RefToBase(void)","RefToBase.h","0"
"TempTrajectory::check","0.01","[Unknown]","TempTrajectory::check(void) const","TempTrajectory.cc","0"
"TClassTable::FindElementImpl","0.01","[Unknown]","TClassTable::FindElementImpl(char const*, bool)","[Unknown]","0"
"ROOT::Math::meta_matrix_dot<(unsigned int)4>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, ROOT::Math::Expr<ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, double, (unsigned int)5, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>>","0.01","[Unknown]","ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>::value_type ROOT::Math::meta_matrix_dot<(unsigned int)4>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, ROOT::Math::Expr<ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, double, (unsigned int)5, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>>(ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>> const&, ROOT::Math::Expr<ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, double, (unsigned int)5, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>> const&, unsigned int, unsigned int)","MatrixFunctions.h","0"
"Chi2MeasurementEstimatorBase::returnIt","0.01","[Unknown]","Chi2MeasurementEstimatorBase::returnIt(double) const","Chi2MeasurementEstimatorBase.h","0"
"__gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<BasicSingleTrajectoryState, churn_allocator<BasicSingleTrajectoryState>, (__gnu_cxx::_Lock_policy)2>>::allocate","0.01","[Unknown]","__gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<BasicSingleTrajectoryState, churn_allocator<BasicSingleTrajectoryState>, (__gnu_cxx::_Lock_policy)2>>::allocate(unsigned long, void const*)","new_allocator.h","0"
"ROOT::Math::meta_matrix_dot<(unsigned int)3>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)2, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)2>>>","0.01","[Unknown]","ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>::value_type ROOT::Math::meta_matrix_dot<(unsigned int)3>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)2, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)2>>>(ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>> const&, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)2, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)2>> const&, unsigned int, unsigned int)","MatrixFunctions.h","0"
"func@0x2f180","0.01","[Unknown]","func@0x2f180","[Unknown]","0"
"edm::IndexSet::has","0.01","[Unknown]","edm::IndexSet::has(unsigned int) const","IndexSet.h","0"
"ROOT::Math::meta_matrix_dot<(unsigned int)3>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)3>>>","0.01","[Unknown]","ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>::value_type ROOT::Math::meta_matrix_dot<(unsigned int)3>::g<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)3>>>(ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>> const&, ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)3>> const&, unsigned int, unsigned int)","MatrixFunctions.h","0"
"isalnum","0.01","[Unknown]","isalnum","[Unknown]","0"
"Trajectory::numberOfCCCBadHits","0.01","[Unknown]","Trajectory::numberOfCCCBadHits(float)","Trajectory.cc","0"
"cmsutils::bqueue<TrajectoryMeasurement>::shared","0.01","[Unknown]","cmsutils::bqueue<TrajectoryMeasurement>::shared(void)","bqueue.h","0"
"ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)3, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)3, (unsigned int)3>>, double, (unsigned int)3, (unsigned int)3>::apply","0.01","[Unknown]","ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)3, (unsigned int)3, ROOT::Math::MatRepStd<double, (unsigned int)3, (unsigned int)3>>, double, (unsigned int)3, (unsigned int)3>::apply(unsigned int) const","MatrixFunctions.h","0"
"edm::Wrapper<std::vector<Trajectory, std::allocator<Trajectory>>>::~Wrapper","0.01","[Unknown]","edm::Wrapper<std::vector<Trajectory, std::allocator<Trajectory>>>::~Wrapper(void)","Wrapper.h","0"
"TwoTrackMinimumDistanceHelixLine::finalPoints","0.01","[Unknown]","TwoTrackMinimumDistanceHelixLine::finalPoints(void)","TwoTrackMinimumDistanceHelixLine.cc","0"
"TempTrajectory::direction","0.01","[Unknown]","TempTrajectory::direction(void) const","TempTrajectory.cc","0"
"TwoTrackMinimumDistanceHelixLine::oneIteration","0.01","[Unknown]","TwoTrackMinimumDistanceHelixLine::oneIteration(double&, double&, double&) const","TwoTrackMinimumDistanceHelixLine.cc","0"
"TH1::GetStats","0.01","[Unknown]","TH1::GetStats(double*) const","[Unknown]","0"
"PyObject_GetIter","0.01","[Unknown]","PyObject_GetIter","abstract.c","0"
"PyDict_SetItem","0.01","[Unknown]","PyDict_SetItem","dictobject.c","0"
"std::operator+<char, std::char_traits<char>, std::allocator<char>>","0.01","[Unknown]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> std::operator+<char, std::char_traits<char>, std::allocator<char>>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","basic_string.h","0"
"func@0x13c8d0","0.01","[Unknown]","func@0x13c8d0","[Unknown]","0"
"__gnu_cxx::new_allocator<std::pair<unsigned int, EncodedEventId>>::allocate","0.01","[Unknown]","__gnu_cxx::new_allocator<std::pair<unsigned int, EncodedEventId>>::allocate(unsigned long, void const*)","new_allocator.h","0"
"Plane::Plane<Point3DBase<float, GlobalTag> const&, TkRotation<float>>","0.01","[Unknown]","Plane::Plane<Point3DBase<float, GlobalTag> const&, TkRotation<float>>(Point3DBase<float, GlobalTag> const&&&)","Plane.h","0"
